sents,labels
I see alch die [SEPA] I come to his lane [SEPA] and sit there,P O C O SEPA P O O P S SEPA O O P
SRY,O
y [SEPA] 2mid [SEPA] lol [SEPA] qoup,O SEPA O SEPA O SEPA O
noobick,O
solo farming all game [SEPA] no items xD,S S P O SEPA O O O
i believe it can be [SEPA] so it is,P O P O O SEPA O P O
reported,O
rng lord,O O
ok [SEPA] Ill egm,O SEPA O O
report puck pls,S C O
Spare us <3,O P O
ROFL,S
that wave :D,P O O
2k kid what,O O P
#ERROR!,O
GG,S
GOT YOU A KILL LICH [SEPA] ALMOST COST THE GAME,O P O O C SEPA O O O O
:) [SEPA] how close are you to rad,O SEPA O O O P O O
HAHAHA [SEPA] 0 SUPORTS EZ LOST,O SEPA O O S O
u go for alch and not ta [SEPA] omg yall gonna lose,P S O C O O C SEPA O P O O
lol [SEPA] all hero desolator,O SEPA P O D
PICK ALCH FOR COMEBACK GOLD KREYGASM [SEPA] WTF DOES ORACLE DO,O C O O O O SEPA T O C O
I HATE THIS TEAM ALL CARRY NO ONE CAN BUY COURIER [SEPA] FUCK THIS 2KMMR,P O P O P S O P O O D SEPA T P O
haha,O
and we win this [SEPA] late [SEPA] so u lose,O P O P SEPA O SEPA O P O
Ez mmr [SEPA] 4 rat boys,S D SEPA O S O
this count,P O
gg,S
yes,O
asdf,O
JAJAJ,O
wew,O
glhf,S
lion [SEPA] pls,C SEPA O
hehe [SEPA] this pa,O SEPA P C
go all report [SEPA] WIND,S P S SEPA C
nice aim,O O
throne all [SEPA] me afk,S P SEPA P S
wtf,T
bg,O
haha,O
hahaha [SEPA] why you die [SEPA] in fountain [SEPA] lol,O SEPA O P O SEPA O S SEPA O
lol,O
YEA,O
dat ass alche :),O T C O
noob,T
ggwp,S
void offlane [SEPA] bros,C S SEPA P
lel,O
GG na [SEPA] xD [SEPA] nice gave [SEPA] GG [SEPA] ez mmr,S O SEPA O SEPA O O SEPA S SEPA S D
no [SEPA] we lost,O SEPA P O
waow,O
if you end fast,O P O O
thats why you did not get me,P O P O O O P
hey flarex [SEPA] so glad we are on the opposite team,O O SEPA O O P O O O O O
1 7 [SEPA] lina [SEPA] Blya [SEPA] biomusor,O O SEPA C SEPA O SEPA O
feeders noobs,S T
gg,S
ez 4k,S O
lol [SEPA] Butterfly [SEPA],O SEPA D SEPA
SO SHIT [SEPA] SO SHIT,O T SEPA O T
alch stoping playing ranked,C O O O
nothing they are fine,P P O O
Gg,S
GG [SEPA] GG,S SEPA S
pause please [SEPA] ibrb,O O SEPA O
EZ [SEPA] EZ,S SEPA S
will report him :),O S P O
i cant lose against this am :D,P O O O P C O
ez russki [SEPA] :D,S T SEPA O
THIS TEAM SUCK,P O T
lol,O
IDIOTSZ,O
what is going oooooon,P O O O
gg wp dazzle,S S C
wanna fight [SEPA] run run,O O SEPA O O
bb,C
gigi wipi,O O
gg,S
has hecho algo [SEPA] xd,O O O SEPA O
tell me pick LC mid againt lina is smart,O P O D S O C O O
so u like me,O P O P
ez games,S O
all time,P O
can i end bro,O P O P
why pudge not laughing [SEPA] JOPJOJOJOJOJ,O C O O SEPA O
i wonder what the winrate of having alch and aa on one team is,P O P O O O O C O C O P O O
just end,O O
gg,S
racism,O
gg,S
GG,S
no we go boss,O P S O
ahah,O
we fockin lost boyz,P O O O
sorry guys,O P
i p icked mid [SEPA] and now he wants to feed [SEPA] see,P O O S SEPA O O P O O D SEPA O
w8,O
this tiny is funny,P C O O
hes a kid,O O O
report him,S P
WE HAVE TOIMBSTONE [SEPA] THANKS [SEPA] REPORT INVO GUYS,P O O SEPA O SEPA S C P
best ulti [SEPA] am,O S SEPA C
lol,O
ty,O
GG MID [SEPA] TEAM NOB,S S SEPA O T
4k lol [SEPA] weak [SEPA] just wait,O O SEPA O SEPA O O
rofl,S
was aegis worth it [SEPA] i know my dick is so big in my copter,O D O P SEPA P O P T O O O O P O
you mad,P O
nahhhh,O
gg w e p e,S O O O O
psh pugna will suck the life outa yeah [SEPA] its da bomb,O C O T O O O O SEPA P O T
LOL [SEPA] ebd [SEPA] end,O SEPA O SEPA O
quite literally a 5 stack bhhot game [SEPA] would be more competitive,O O O O O O O SEPA O O O O
O O,O O
go turn on your twitch pink [SEPA] so i can snipe,S O O P O O SEPA O P O C
gg,S
ez game,S O
no chill [SEPA] no chill fam,O O SEPA O O O
Trash,O
ez mid,S S
wp [SEPA] sick jukes,S SEPA O O
hahahah,O
hahaha,O
LOL [SEPA] ez,O SEPA S
thats right,P O
no shame mira,O O C
nice armlet gamburger,O D O
gg,S
costanza pls,O O
hahaha,O
LOOK FARMING FOR,O S O
ggwp,S
EZ,S
yeah pretty much tri lane so [SEPA] i didnt die in early stages [SEPA] 1 time lucky with my kraken shell,O O O O S O SEPA P O O O O O SEPA O O O O P O O
2v1 at top and u lose [SEPA] no carries in our team and you lose [SEPA] sad,O O S O P O SEPA O O O P O O P O SEPA O
cross you heart,O P D
we dunno where it is,P O P P O
k,O
trash team,O O
end,O
PA [SEPA] ; osing streak lmao,C SEPA O O O O
:D,O
WAS REAL,O O
g [SEPA] g,O SEPA O
ll [SEPA] lol,O SEPA O
xD [SEPA] comeback,O SEPA O
and you tried to kill,O P O O O
i love u gay,P O P T
ulol,O
need toilet pls,O O O
Wag mainis [SEPA] EZ,O O SEPA S
report ww fat,S C T
why god sent 2 sit pa and am in my team [SEPA] haha,O O O O O C O C O P O SEPA O
end la bai [SEPA] end la babi [SEPA] end pls [SEPA] go ez game,O O O SEPA O O O SEPA O O SEPA S S O
magnus not bothering to tp at all [SEPA] Thats impressive,C O O O S O P SEPA P O
cunt,T
am wun,C O
gg xD [SEPA] lol,S O SEPA O
cant wait,O O
no [SEPA] you got it [SEPA] why do you think i was half hp after that fight,O SEPA P O P SEPA O O P O P O O O O P O
why would u brag about being 5k [SEPA] no diffferent than 4k,O O P O O O O SEPA O O O O
they made a new tab for that,P O O O O O P
Why is he,O O P
g mate,O O
nevermore [SEPA] say thanks to me [SEPA] noob,O SEPA O O O P SEPA T
OK [SEPA] WIAT,O SEPA O
MORE RATHER THIS SF [SEPA] LMAO,O O P C SEPA O
that flying dildo,P D T
report him ty,S P O
ya right mate [SEPA] im also 10k smurf,O O O SEPA O O O O
if i have doom your dead,O P O C P T
easy top,O S
LOL [SEPA] G G,O SEPA O O
lol,O
our carries are worse,P O O O
ez tbh [SEPA] thx based unkillable green dorito,S O SEPA O O O O O
fuck this [SEPA] bulshit team [SEPA] in the world [SEPA] look at this qop,T P SEPA O O SEPA O O O SEPA O O P C
gg ez hc,S S O
LMOA,O
enjoy,O
lol,O
w0w,O
ez breeze,S O
ro3,S
RIP,O
gg noob picks,S T O
team speak,O O
lololol [SEPA] cm did what ursa couldnt,O SEPA C O P C O
lol [SEPA] no wonder [SEPA] wait [SEPA] z,O SEPA O O SEPA O SEPA O
ta plsys [SEPA] reprot this acc buyer,C O SEPA O P O O
lol [SEPA] lol,O SEPA O
[SEPA] you are my bitch,SEPA P O P T
it makes me happy that at least you are dump,P O P O P O O P O O
GGWP,S
zzzz [SEPA] when ur team dc we wont wait u guy,O SEPA O P O O P O O P P
guys wtf can we just fight or something x x,P T O P O O O P O O
NO PAUSE,O O
win 11,O O
5 man p scared of a doom pushing,O P O O O O C O
g,O
u fucking cucks,P T O
why does your pl think he can fight,O O P C O P O O
xD,O
Ggwp,S
reprot alche tx,O C O
HAHA [SEPA] HAHAH [SEPA] HAHAHA,O SEPA O SEPA O
DIE [SEPA] BITCH,O SEPA T
ooooh,O
#ERROR!,O
gg daz,S O
alche dont play ranked please [SEPA] ever again,C O O O O SEPA O O
come mid,O S
you are so good with sf bro,P O O O O C P
too ez,O S
LOL,O
sf,C
ez [SEPA] peruvian shit,S SEPA O T
Hahahaha,O
gg,S
dc,O
u can,P O
whats this about thai babies,P P O O O
EXpress de rekt,O O O
h,O
team pick like idiot,O O O T
haha [SEPA] go get me 1,O SEPA S O P O
i guess he plays for the challenge,P O P O O O O
GG CALL [SEPA] END NOW,S O SEPA O O
lag lol [SEPA] road to 4k bois,O O SEPA O O O O
het some fucken pussy,O P T T
Ez,S
end plss,O O
lo [SEPA] lol [SEPA] bitch [SEPA] 3 times,O SEPA O SEPA T SEPA O O
OK,O
end now,O O
hoping for nothing [SEPA] EZ,O O P SEPA S
k,O
gg,S
facepalm,O
hello,O
commend me :D,O P O
wp fucking rat,S T S
[SEPA] typical lier,SEPA O O
ggwp,S
bam,O
haah,O
well,O
noobest puck got fb then say noob team wow,T C O S O O T O O
CRYYY BABY,O O
why me,O P
im dead [SEPA] :D,O T SEPA O
i bet you do [SEPA] allahu akbar,P O P O SEPA O O
Ez,S
lal,O
end,O
ahha,O
K [SEPA] DONe [SEPA] 4k done [SEPA] :),O SEPA O SEPA O O SEPA O
randoming,O
go [SEPA] throne [SEPA] plz [SEPA] Fasters,S SEPA S SEPA O SEPA O
Gg,S
WELL PLAYD ONDE AUSHDUASD,O O O O
wanna be core [SEPA] lol,O O O SEPA O
lol [SEPA] end fast,O SEPA O O
;3 [SEPA] <3,O SEPA O
nabernaut won omg,O O O
nice ult dude,O S P
lag,O
comeback guys [SEPA] end fast,O P SEPA O O
GGWP,S
ok,O
:D,O
let us end,O P O
ingame,O
please wait 3 min,O O O O
esasy,O
Gg,S
alch games [SEPA] are the worst,C O SEPA O O O
repor tdat fucekr [SEPA] god [SEPA] now mag goes 2 farm ez lane [SEPA] ccc,S O O SEPA O SEPA O O O O S S S SEPA O
i do not actually know how i lost,P O O O O O P O
7,O
rason,O
a minute please,O O O
LOL [SEPA] EZY [SEPA] exyz,O SEPA S SEPA O
why,O
oke,O
love these noobs :D [SEPA] dont even know why that kid feed :D,O P T O SEPA O O O O P O D O
pause,O
keepo,O
IDIOT SILENCER,T C
wtf why you lie why flame you are reported you russian this wannabe carry :- D,T O P O O O P O O P O P O S O O
report invo,S C
pa pidar [SEPA] report [SEPA] ego,C O SEPA S SEPA O
so thats why [SEPA] they cant win,O P O SEPA P O O
but noobs ALWAYS dead,O T O T
go pro,S O
gg wp,S S
haha,O
but im like 9 sure ember got booste [SEPA] GG,O O O O O C O O SEPA S
hahahaha [SEPA] LC idiot and Tiny Salty [SEPA] cant do anything,O SEPA D T O C O SEPA O O P
SORRY,O
ez,S
AHahaha,O
blood you should pick up pokemon snap i heard thats fun and easy,S P O O O O O P O P O O O
pause,O
hhahha,O
ok,O
noob sf,T C
gg,S
i have friends,P O O
:D :DD,O O
gg,S
the worst team,O O O
AHAHAHAH,O
ez pts,S O
naah,O
thats worth it,P O P
i don mind giving you ppl the money [SEPA] cause i already got all the items yeah,P O O O P O O O SEPA O P O O P O O O
purchase,O
well 2 mins on [SEPA] go,O O O O SEPA S
gg,S
wow [SEPA] full retard mid [SEPA] gg,O SEPA O T S SEPA S
u so lucky,P O O
wait for my ulti,O O P S
nice suicide,O O
gank mid [SEPA] always fail,S S SEPA O O
back you go,S P S
he wont get abandon,P O O O
mid clashing u pause,S O P O
fuck this team noob [SEPA] riki end it pls,T P O T SEPA C O P O
heathens OF THE CHURCH [SEPA] I WILL FIGHT YOU [SEPA] I WILL FIND YOU [SEPA] AND I WILL KILLL YOU,O O O O SEPA P O O P SEPA P O O P SEPA O P O O P
wowowowow,O
brood is done,C O O
we are team gichiaan,P O O O
cuz u mom boom [SEPA] stupid shit,P P D T SEPA T T
no man you retard,O P P T
hahaha,O
ez mid,S S
noob silencer,T C
otsukaresama,O
end,O
ggwp,S
nice rp nerd,O S O
no def,O O
atleast tht retard qop won mid,O O T C O S
report lesh pls,S C O
lOL,O
i bet =\ [SEPA] I feel bad [SEPA] kinda,P O O SEPA P O O SEPA O
i predict my team will win,P O P O O O
wp bro,S P
Gg [SEPA] CM COMMENDED,S SEPA C O
omg [SEPA] 2 moonshard,O SEPA O O
gg,S
ez,S
team,O
ggwp,S
HAHAHA,O
y give up,O O O
that evasion,P D
yy,O
ez staks,S O
why,O
that alche hahaha,P C O
xD,O
FIRST HIT BASH,O O O
: [SEPA] ur getting played like playdoh,O SEPA P O O O O
i just killed my friends [SEPA] help,P O O P O SEPA S
no one wins me in mid [SEPA] not his fault [SEPA] if any of u had come u also lose [SEPA] prio [SEPA] pro,O P O P O S SEPA O P O SEPA O P O P O O P O O SEPA O SEPA O
why the fuck you lion [SEPA] you always lion,O O T P C SEPA P O C
of when u have 4 blinks,O O P O O D
NOOB,T
still got a mango rofl [SEPA] was the finger needed,O O O O S SEPA O O O O
eaisy mid,O S
Ggwp,S
go push plz [SEPA] legio reported [SEPA] i afk,S S O SEPA C O SEPA P S
haha,O
really 4k [SEPA] lol 4k,O O SEPA O O
slakrk [SEPA] you killing me softly,C SEPA P O P O
LOL [SEPA] What a swisp,O SEPA P O O
gege [SEPA] nvm [SEPA] end mid dude,O SEPA O SEPA O S P
didnt even get the kill,O O O O O
nope,O
:),O
gg,S
denie like a god,O O O O
gogo try hard [SEPA] gogo,O O O SEPA O
55 sec [SEPA] let us play,O O SEPA O P O
ty,O
stupid WK,T O
wp,S
Lol :D,O O
wtf [SEPA] gg,T SEPA S
you feed you lanes,P D P S
say goodbye too,O O O
aw [SEPA] just play,O SEPA O O
LOL [SEPA] SHAM,O SEPA O
ty,O
haha,O
hehe,O
ok wait for u,O O O P
kek,O
what happened,P O
and then [SEPA] lol,O O SEPA O
VOLVOOOOOOOOOOOOOOOOOOOOOOOOOOO,O
haha,O
aw [SEPA] haha,O SEPA O
offlane nyx 10k mmr [SEPA] report,S C O D SEPA S
sure [SEPA] lol,O SEPA O
swap :),O O
gr8 game,O O
4 v 4,O O O
need re,O O
ask sven,O C
thanks,O
RUB,O
end please,O O
has predicted their team will win [SEPA] oh fuck,O O P O O O SEPA O T
[SEPA],SEPA
we w8 u,P O P
hopefully one day you would actually be able to spell,O P O P O O O O O O
EZ BCOZ SEE THAT TINY ITEM [SEPA] SO NOOB,S O O P C O SEPA O T
doesnt have evasion o o,O O D O O
her loading [SEPA] he,P O SEPA P
:D,O
gg,S
U wil win ur lane [SEPA] one day,P O O P S SEPA P O
wow,O
2 8 invoker [SEPA] pls report this invoker ill commend all of u,O O C SEPA O S P C O O P O P
2 price,O O
recon,O
GG REPORT THIS THRASHES,S S P O
g,O
u was bad,P O O
dont push [SEPA] fuck [SEPA] :D,O S SEPA T SEPA O
commened our shit tier sniper,O P T O C
ROFL,S
close game,O O
yeah ty,O O
bel mid [SEPA] divertito,O S SEPA O
GG [SEPA] WOOO [SEPA] NICE GAME,S SEPA O SEPA O O
die LIAR,O O
noty,O
mobile phon e,O O O
TriHard,O
craggy [SEPA] omg,O SEPA O
you are playing riki,P O O C
I am [SEPA] so [SEPA] upset,P C SEPA O SEPA O
fucking RUS,T O
gg,S
ggwo [SEPA] ggwp,O SEPA S
XD,O
LOL,O
me too hahaha [SEPA] noob mid [SEPA] say to all pls sf [SEPA] or you shame already hahahha,P O O SEPA T S SEPA O O P O C SEPA O P O O O
who knows,P O
hue hue,O O
thx,O
rofl,S
end it,O P
noob [SEPA] HAHA,T SEPA O
tang ina 1 dead lol,T O O T O
KKKKKKKKKKKKKKKK [SEPA] KKKKKKKKKKKKKKKKKKKKK [SEPA] TO RAXANDO,O SEPA O SEPA O O
gg,S
okey [SEPA] LOL,O SEPA O
kill the support and think you win the game,O O S O O P O O O
btw [SEPA] dnt get reaped [SEPA] scepter liao [SEPA] 30 sec added time,O SEPA O O O SEPA O O SEPA O O O O
who talked first [SEPA] Cm alche [SEPA] hahaha,P O O SEPA C C SEPA O
wait for lina in my party,O O C O P O
wow pros [SEPA] reprpot emebr,O O SEPA O O
this isnt even dota [SEPA] this is a fucking disaster,P O O D SEPA P O O T O
ez,S
VS 3 FCK CARRY,O O T S
gg wp,S S
hahahaha [SEPA] EZ,O SEPA S
atlest we killed tha noob :D,O P O O T O
denied please [SEPA] lol,O O SEPA O
buy ur mom aghs [SEPA] joke,O P D D SEPA O
think ragequit or he coming back,O O O P O S
29,O
dont aim me xD [SEPA] haha,O O P O SEPA O
Fuck you bro,T P P
nice ward,O S
jk [SEPA] how long,O SEPA O O
gg,S
can we pause 30 sec bath,O P O O O O
wr picker lol,C O O
aw,O
nice trilane bot [SEPA] you are so shit,O S S SEPA P O O T
tech bomb on bot [SEPA] ill throw,O T O S SEPA O S
pizza m8,O O
g,O
they keep farm when we can finish :),P O S O P O O O
spectre not ulting in fights,C O O O O
haha,O
gg,S
yea,O
if u have something good to do then go do it instead of playing DOTA,O P O P O O O O S O P O O O D
jajaj look this lina [SEPA] this retard,O O P C SEPA P T
hahaha,O
gg wp,S S
nigga im broke,T O O
Ez gold,S O
taste so good,O O O
3 heroes bot and this am still poor [SEPA] lmao [SEPA] pick am jsut wanna show his basher [SEPA] Joke,O O S O P C O O SEPA O SEPA O C O O O P D SEPA O
and u still in 2k [SEPA] lol,O P O O O SEPA O
yes,O
the ultimate space creater [SEPA] or is it creator [SEPA] creater or creator,O O O O SEPA O O P O SEPA O O O
calm down wisp [SEPA] shame wisp,O O C SEPA O C
gj [SEPA] gg,S SEPA S
the rage is real [SEPA] u fucks [SEPA] let us finish [SEPA] i fck ur mujm [SEPA] oh noes they rosh [SEPA] with sb and visage [SEPA] LOL THAT JAKIRO [SEPA] 10k,O D O O SEPA P T SEPA O P O SEPA P T P O SEPA O O P S SEPA O C O C SEPA O P C SEPA O
wew [SEPA] intro boys,O SEPA O O
haha,O
ggwp guys,S P
eh,O
yeah for [SEPA] rc wont help anything [SEPA] when lag [SEPA] y rc,O O SEPA O O S P SEPA O O SEPA O O
;/ [SEPA] the creep,O SEPA O S
this quellin gok la [SEPA] just now he ulti 1 4 life,P D O O SEPA O O P S O O O
ty,O
gg [SEPA] absolute fuckhead,S SEPA O T
alch need like 10 min mid,C O O O O S
f u,O P
wp,S
all report this idiot,P S P T
sec,O
gg,S
tiny suppose to beat wr midlane,C O O O C S
ez,S
2 8 is lvoe,O O O O
hope to see yalnext game,O O O O O
ure quite bad,O O O
wp,S
im dead,O T
any reason,P O
gg,S
he keeps talking,P O O
end mid [SEPA] gtg,O S SEPA O
gg,S
why [SEPA] he did well,O SEPA P O O
run qp :D,O O O
wanna jugg lose [SEPA] :),O C O SEPA O
lol ty kotl,O O C
ty,O
Gg [SEPA] i will be back,S SEPA P O O S
cant ulti,O S
i should not get every last hit for 5 mins [SEPA] free farm,P O O O O O O O O O SEPA O S
sorry pls wait,O O O
easy [SEPA] 25,O SEPA O
nice,O
[SEPA] techies wp,SEPA C S
come,O
:D,O
damn it [SEPA] WAIT UP,O P SEPA O O
gg wp,S S
almost DR,O O
wk back to fountain with full hp and all ulties rdy,O S O S O O O O P O O
Hahaha,O
stop [SEPA] le taunt,O SEPA O O
sf [SEPA] pro player,C SEPA O O
Gay wand,T D
X mark pro 2015,O O O O
realy,O
gg,S
lina [SEPA] GG,C SEPA S
lol [SEPA] illuminati [SEPA] 727 [SEPA] 727,O SEPA D SEPA O SEPA O
rofl,S
GG,S
sry,O
reported wr,O C
thx for the crit pa,O O O D C
gg rag,S O
GG LO LLLLLLLLLLLLLL [SEPA] JAJAJAJAA,S O O SEPA O
THIS IS TOO EZ,P O O S
ggwp :) tnks game [SEPA] commend me :),S O O O SEPA O P O
TRASH,O
we lost with this useful antimage,P O O P O O
What,P
okay [SEPA] i guess its war then,O SEPA P O P S O
We have spec,P O O
i was bad,P O O
ggwp,S
its my doot,P P O
cumbag [SEPA] israel,O SEPA T
Isnt it obvious,O P O
hahaha,O
food,O
:DD,O
we got juggerw o tp [SEPA] relax,P O C O S SEPA O
go mid please [SEPA] me rindo,S S O SEPA P O
hahah [SEPA] wait who,O SEPA O P
es,C
wp,S
about 5 cm,O O C
lmao,O
baby dont hurt me [SEPA] dont hurt me [SEPA] no moreee,O O O P SEPA O O P SEPA O O
5 [SEPA] 4,O SEPA O
fck u clock,T P C
did you break dota,O P O D
gg alche,S C
[SEPA] for your sake,SEPA O P O
well they decided they want to farm [SEPA] so they are incapable of tping,O P O P O O S SEPA O P O O O O
wk restart dota,O O D
woth,O
wait [SEPA] jugg,O SEPA C
omg [SEPA] same,O SEPA O
miss,S
wr catches arrow like a pro [SEPA] then suddenly legion duels me with bkb and lifesteal [SEPA] heck it was funny [SEPA] dont cry beast,C O O O O O SEPA O O C O P O D O O SEPA O P O O SEPA O O T
5 10 [SEPA] loool,O O SEPA O
1 more minute,O O O
WHYS OSEZA,O O
uh huh,O O
ez last pick meepo [SEPA] 5 AoE last pick meepo [SEPA] peru :d,S O O C SEPA O S O O C SEPA T O
end quik this spec is a half wit,O O P O O O O O
ff pleas,S O
HAHA,O
full failed dropping items,O O O O
can go,O S
nice gaem,O O
[SEPA] lag,SEPA O
yes,O
osama binvoker will get no peace,T C O O O O
LOL [SEPA] nice,O SEPA O
TARD [SEPA] 2 DEATH,T SEPA O C
gg wp,S S
ggwp,S
how did i not see that range [SEPA] LMFAO [SEPA] gg [SEPA] aiya smh ;;,O O P O O P O SEPA T SEPA S SEPA O O O
ez,S
we should have won this earlier,P O O O P O
ez mid,S S
thanks for the game,O O O O
GAY,T
2k ping,O O
haha [SEPA] catapults mvp,O SEPA O O
he is coming,P O O
rat dota,S D
u fucking sick,P T O
i kill you so easy,P O P O O
THEFEEDISREA,O
say the ES picker lol,O O C O O
blames loss on ping [SEPA] loses mid to alch,O O O O SEPA O S O C
nice,O
haha,O
Ez mid,S S
those fucken veno wards gave me so much cancer [SEPA] fucks sakes,P T C S O P O O S SEPA T O
ok [SEPA] send a currier to the secret shop please [SEPA] can u,O SEPA O O O O O O O O SEPA O P
dusa into pl waddafaaaak,C O C O
lol,O
i hope you will report ember,P O P O S C
tissue,O
ty sir [SEPA] too late,O O SEPA O O
shit [SEPA] and,T SEPA O
wait [SEPA] Spiked,O SEPA O
hahah,O
nice,O
go,S
LMAO,O
gg pls puish,S O O
2 fucking son ofawhore [SEPA] Retard,O T O O SEPA T
run bitches,O T
reported kotl,O C
g,O
anyone want rapier,P O D
its over i dont care anymore,P O P O S O
this game [SEPA] is amazing,P O SEPA O O
fuck you,T P
get out luna,O O C
ORAYT,O
LMAO,O
i dont understand y people steal others creeps,P O O O O O P S
gg,S
carajo,O
z,O
please commend qop [SEPA] he is the best,O O C SEPA P O O O
guys i can wait just a minute [SEPA] i do not have,P P O O O O O SEPA P O O O
we need he afk or leave,P O P S O O
gg,S
FUCK OFF [SEPA] COME,T S SEPA O
hook,T
so ez,O S
bg [SEPA] daun na magnuse wp,O SEPA O O C S
sk [SEPA] sad [SEPA] always delay,C SEPA O SEPA O O
doesnt matter is you all jump into black hole,O O O P P O O T T
pfff u are stupid,O P O T
fck this world,T P O
reported [SEPA] Try hards,O SEPA O O
HAHAH [SEPA] WAT THE FACK [SEPA] LOL OF THE DAY [SEPA] dsahdaslkdhwuroeyri32212,O SEPA O O O SEPA O O O O SEPA O
take that doom what u waiting for,S P C P P O O
ROFL,S
fuck that bash,T P O
thanks [SEPA] :D,O SEPA O
yeh sorry [SEPA] he did have that one legit ult that killed me tho [SEPA] Lol,O O SEPA P O O P P O S P O P O SEPA O
AHAHAHAHA [SEPA] POTA,O SEPA O
riki sad :(,C O O
u didnt do shit to stop my farm,P O O T O O P S
lol,O
he sold items [SEPA] pls report whole my team,P O O SEPA O S O P O
gg wind,S C
ohh thought it was abit creamy today,O O P O O T O
gg lads,S O
:/,O
ez mid,S S
Report riki [SEPA] Gay faggot hero,S C SEPA T T O
gg,S
bunch of idiots [SEPA] bOmBaGhoStDotA,O O T SEPA O
he is coming back boys,P O O S O
pitty that invo left,O P C O
ahahah [SEPA] worth it,O SEPA O P
yeah,O
gg,S
no mana LUCKY hahah,O S O O
good game templar [SEPA] i know u better [SEPA] :) [SEPA] u good sir haha,O O O SEPA P O P O SEPA O SEPA P O O O
OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog [SEPA] OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog [SEPA] OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog [SEPA] OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog [SEPA] OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog,O O O O O D O SEPA O O O O O D O SEPA O O O O O D O SEPA O O O O O D O SEPA O O O O O D O
aw this zeus,O P C
guys [SEPA] plz unpause [SEPA] safe to leave,P SEPA O O SEPA S O O
gg,S
commend :D,O O
void 25 mins 0 ulti dropped [SEPA] ggwp [SEPA] alche mid = invo freefarm,C O O O S O SEPA S SEPA C S O C O
I need more items to carry my team,P O O O O S P O
RLY NIGGA,O T
fck team [SEPA] :D,T O SEPA O
nice try,O O
come mid,O S
spell check,O O
lol pl paper,O C O
:D,O
sblade when you already have dust for weaver,O O P O O D O C
ROFL,S
later [SEPA] bitch,O SEPA T
we saw you,P O P
ez,S
per ui win,O O O
labas [SEPA] oh,O SEPA O
fu,T
wait,O
baited,O
fuck you,T P
FOR RAPIER,O D
wp,S
haha,O
ggwp,S
agradecele al pudge,O O C
ohhhhhh,O
stop fighting and we will,O O O P O
5 sec left,O O O
fucking russian tards king,T O T C
